Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal
male,36-45,own,car,bajo riesgo,5711,36,rich / No_tiene,rich,,muy cualificado,31-36,1.0,0.0,0.43527528164806206,0.0,0.0,2.435275281648062,0.47612898105947
female,66+,own,repairs,bajo riesgo,3872,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,0.0,2.7394645708137997,0.5356020670761242
male,0-25,own,radio/TV,alto riesgo,4933,39,little / moderate,little,moderate,cualificado,37-42,0.5,0.75,0.4791577674336024,0.3,1.0,4.0291577674336025,0.7877543852199501
male,56-65,own,car,bajo riesgo,1940,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,0.0,1.5675805205867437,0.3064830171850374
male,26-35,own,education,bajo riesgo,1410,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,0.0,1.9664711864619298,0.3844714925448973
female,0-25,own,car,bajo riesgo,836,12,moderate / moderate,moderate,moderate,no cualificado,7-12,0.5,0.5,0.11647118646192987,0.6,0.0,1.7164711864619298,0.33559313938216456
male,56-65,own,car,bajo riesgo,6468,20,No_tiene / moderate,,moderate,muy cualificado,19-24,0.5,1.0,0.2149992768057157,0.0,0.0,2.714999276805716,0.5308187739530954
male,26-35,own,business,bajo riesgo,1941,18,rich / moderate,rich,moderate,no cualificado,13-18,0.5,0.0,0.18946457081379978,0.6,0.0,1.2894645708137997,0.25210761873227416
male,36-45,own,radio/TV,alto riesgo,2675,22,quite rich / No_tiene,quite rich,,cualificado,19-24,1.0,0.25,0.24105060246695362,0.3,1.0,3.7910506024669535,0.7412012408206824
male,36-45,own,car,bajo riesgo,2751,48,No_tiene / No_tiene,,,cualificado,43-48,1.0,1.0,0.6147386076544852,0.3,0.0,3.914738607654485,0.7653839048188826
male,46-55,free,education,bajo riesgo,6224,48,little / moderate,little,moderate,cualificado,43-48,0.5,0.75,0.6147386076544852,0.3,0.0,3.164738607654485,0.6187488453306843
male,26-35,own,education,bajo riesgo,5998,40,little / little,little,little,cualificado,37-42,0.75,0.75,0.4939386311845556,0.3,0.0,3.2939386311845555,0.6440091828456291
female,36-45,own,business,bajo riesgo,1188,21,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.22796289202471912,0.3,0.0,1.7779628920247192,0.34761559258647173
male,36-45,own,car,bajo riesgo,6313,24,No_tiene / No_tiene,,,muy cualificado,19-24,1.0,1.0,0.26758052058674353,0.0,0.0,3.2675805205867436,0.6388558186916202
male,26-35,own,furniture/equipment,alto riesgo,1221,6,No_tiene / No_tiene,,,cualificado,0-6,1.0,1.0,0.050697028491100485,0.3,1.0,3.3506970284911004,0.655106210799629
male,46-55,free,furniture/equipment,alto riesgo,2892,24,little / rich,little,rich,cualificado,19-24,0.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667
male,26-35,rent,furniture/equipment,alto riesgo,3062,24,quite rich / No_tiene,quite rich,,cualificado,19-24,1.0,0.25,0.26758052058674353,0.3,1.0,3.8175805205867435,0.7463881956496323
female,0-25,rent,furniture/equipment,alto riesgo,2301,9,moderate / No_tiene,moderate,,cualificado,7-12,1.0,0.5,0.0824692444233059,0.3,1.0,2.882469244423306,0.5635613988385514
male,46-55,free,car,bajo riesgo,7511,18,No_tiene / little,,little,cualificado,13-18,0.75,1.0,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897
female,0-25,rent,furniture/equipment,alto riesgo,1258,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,1.0,3.4664711864619298,0.677741611521294
male,46-55,own,car,bajo riesgo,717,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684
male,26-35,own,car,bajo riesgo,1549,9,No_tiene / moderate,,moderate,desempleado,7-12,0.5,1.0,0.0824692444233059,1.0,0.0,2.582469244423306,0.5049073750432721
male,46-55,free,education,bajo riesgo,1597,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
female,46-55,rent,radio/TV,alto riesgo,1795,18,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.18946457081379978,0.6,1.0,3.0394645708138,0.5942560908714036
female,0-25,own,furniture/equipment,alto riesgo,4272,20,little / little,little,little,cualificado,19-24,0.75,0.75,0.2149992768057157,0.3,1.0,4.014999276805716,0.7849862103993057
male,26-35,own,radio/TV,alto riesgo,976,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,3.41647118646193,0.6679659408887474
female,0-25,rent,car,bajo riesgo,7472,12,No_tiene / moderate,,moderate,desempleado,7-12,0.5,1.0,0.11647118646192987,1.0,0.0,3.61647118646193,0.7070686234189336
male,0-25,own,car,bajo riesgo,9271,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148
male,26-35,own,radio/TV,alto riesgo,590,6,little / moderate,little,moderate,no cualificado,0-6,0.5,0.75,0.050697028491100485,0.6,1.0,2.9006970284911007,0.5671251751067101
male,56-65,own,radio/TV,alto riesgo,930,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,3.41647118646193,0.6679659408887474
male,46-55,free,car,bajo riesgo,9283,42,little / moderate,little,moderate,muy cualificado,37-42,0.5,0.75,0.5237211981383231,0.0,0.0,2.773721198138323,0.542299697190253
female,26-35,rent,car,bajo riesgo,1778,15,little / moderate,little,moderate,desempleado,13-18,0.5,0.75,0.1522335991272839,1.0,0.0,2.4022335991272836,0.46966888895010395
male,26-35,own,business,bajo riesgo,907,8,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0715993349974727,0.3,0.0,1.6215993349974729,0.31704441993783633
male,26-35,own,radio/TV,alto riesgo,484,6,little / moderate,little,moderate,no cualificado,0-6,0.5,0.75,0.050697028491100485,0.6,1.0,2.9006970284911007,0.5671251751067101
male,0-25,own,car,bajo riesgo,9629,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148
male,46-55,own,domestic appliances,alto riesgo,3051,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,1.0,4.414738607654485,0.8631406111443483
male,46-55,free,car,bajo riesgo,3931,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171
female,46-55,rent,car,bajo riesgo,7432,36,little / moderate,little,moderate,cualificado,31-36,0.5,0.75,0.43527528164806206,0.3,0.0,2.985275281648062,0.583661358017482
male,56-65,own,domestic appliances,alto riesgo,1338,6,quite rich / No_tiene,quite rich,,cualificado,0-6,1.0,0.25,0.050697028491100485,0.3,1.0,2.6006970284911004,0.5084711513114307
female,0-25,rent,radio/TV,alto riesgo,1554,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964
male,36-45,own,vacation/others,alto riesgo,15857,36,little / little,little,little,muy cualificado,31-36,0.75,0.75,0.43527528164806206,0.0,1.0,3.935275281648062,0.7693991000358665
male,26-35,own,radio/TV,alto riesgo,1345,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,2.9894645708137997,0.584480420238857
male,26-35,own,car,bajo riesgo,1101,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355
male,0-25,own,radio/TV,alto riesgo,3016,12,little / rich,little,rich,cualificado,7-12,0.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147
male,36-45,own,furniture/equipment,alto riesgo,2712,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
male,46-55,own,car,bajo riesgo,731,8,little / little,little,little,no cualificado,7-12,0.75,0.75,0.0715993349974727,0.6,0.0,2.171599334997473,0.42457679689584843
male,26-35,own,furniture/equipment,alto riesgo,3780,18,little / No_tiene,little,,muy cualificado,13-18,1.0,0.75,0.18946457081379978,0.0,1.0,3.9394645708138,0.7702181622572416
male,26-35,own,car,bajo riesgo,1602,21,little / little,little,little,cualificado,19-24,0.75,0.75,0.22796289202471912,0.3,0.0,2.027962892024719,0.3964939457492045
female,26-35,rent,car,bajo riesgo,3966,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,0.0,2.9894645708137997,0.584480420238857
male,36-45,own,business,bajo riesgo,4165,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897
male,46-55,free,car,bajo riesgo,8335,36,No_tiene / little,,little,cualificado,31-36,0.75,1.0,0.43527528164806206,0.3,0.0,3.485275281648062,0.6814180643429476
male,36-45,free,business,bajo riesgo,6681,48,No_tiene / moderate,,moderate,cualificado,43-48,0.5,1.0,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171
male,36-45,own,business,bajo riesgo,2375,24,quite rich / No_tiene,quite rich,,cualificado,19-24,1.0,0.25,0.26758052058674353,0.3,0.0,2.8175805205867435,0.5508747829987012
female,0-25,rent,car,bajo riesgo,1216,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596
male,26-35,rent,business,bajo riesgo,11816,45,little / little,little,little,cualificado,43-48,0.75,0.75,0.5689263134456501,0.3,0.0,3.36892631344565,0.6586702805112793
female,36-45,own,radio/TV,alto riesgo,5084,24,No_tiene / moderate,,moderate,cualificado,19-24,0.5,1.0,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
female,0-25,own,radio/TV,alto riesgo,2327,15,little / rich,little,rich,no cualificado,13-18,0.0,0.75,0.1522335991272839,0.6,1.0,3.5022335991272837,0.6847336428661281
male,46-55,own,car,bajo riesgo,1082,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
female,0-25,own,radio/TV,alto riesgo,886,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,3.41647118646193,0.6679659408887474
female,0-25,rent,furniture/equipment,alto riesgo,601,4,little / No_tiene,little,,no cualificado,0-6,1.0,0.75,0.031165420706838875,0.6,1.0,3.381165420706839,0.6610631901397152
male,56-65,own,car,bajo riesgo,2957,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434
male,46-55,own,radio/TV,alto riesgo,2611,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,4.317580520586743,0.8441449019750977
male,26-35,own,furniture/equipment,alto riesgo,5179,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
male,26-35,own,car,bajo riesgo,2993,21,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.22796289202471912,0.6,0.0,3.5779628920247193,0.6995397353581477
female,0-25,own,repairs,bajo riesgo,1943,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866
male,46-55,own,business,bajo riesgo,1559,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
male,46-55,own,furniture/equipment,alto riesgo,3422,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209
male,26-35,own,furniture/equipment,alto riesgo,3976,21,No_tiene / moderate,,moderate,cualificado,19-24,0.5,1.0,0.22796289202471912,0.3,1.0,4.0279628920247195,0.7875207710510668
male,66+,rent,car,bajo riesgo,6761,18,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.18946457081379978,0.3,0.0,3.4894645708137997,0.6822371265643226
male,26-35,own,car,bajo riesgo,1249,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
male,56-65,own,radio/TV,alto riesgo,1364,9,little / little,little,little,cualificado,7-12,0.75,0.75,0.0824692444233059,0.3,1.0,2.882469244423306,0.5635613988385514
male,56-65,own,radio/TV,alto riesgo,709,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612
male,26-35,rent,car,bajo riesgo,2235,20,little / little,little,little,cualificado,19-24,0.75,0.75,0.2149992768057157,0.3,0.0,2.0149992768057157,0.3939593850974436
male,36-45,own,car,bajo riesgo,4042,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,3.5675805205867435,0.6975098424868995
male,26-35,free,radio/TV,alto riesgo,1471,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,1.0,3.202233599127284,0.6260796190708489
male,26-35,free,car,bajo riesgo,1442,18,little / little,little,little,no cualificado,13-18,0.75,0.75,0.18946457081379978,0.6,0.0,2.2894645708138,0.4476210313832053
male,36-45,own,car,bajo riesgo,10875,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,0.0,3.485275281648062,0.6814180643429476
male,26-35,own,car,bajo riesgo,1474,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286
female,36-45,own,education,bajo riesgo,894,10,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.09358387076573756,0.3,0.0,2.3935838707657373,0.4679777510396345
male,26-35,free,furniture/equipment,alto riesgo,3343,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,1.0,4.2022335991272834,0.8215930317217799
female,26-35,own,car,bajo riesgo,3959,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,0.0,2.9522335991272834,0.577201265908116
male,26-35,rent,car,bajo riesgo,3577,9,moderate / No_tiene,moderate,,cualificado,7-12,1.0,0.5,0.0824692444233059,0.3,0.0,2.882469244423306,0.5635613988385514
male,26-35,own,car,bajo riesgo,5804,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684
male,26-35,own,business,bajo riesgo,2169,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866
female,26-35,own,radio/TV,alto riesgo,2439,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
male,26-35,own,furniture/equipment,alto riesgo,4526,27,rich / No_tiene,rich,,no cualificado,25-30,1.0,0.0,0.30820346803447984,0.6,1.0,3.90820346803448,0.7641061973696253
male,0-25,rent,furniture/equipment,alto riesgo,2210,10,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.09358387076573756,0.6,1.0,3.4435838707657376,0.6732668343231122
female,0-25,rent,furniture/equipment,alto riesgo,2221,15,quite rich / No_tiene,quite rich,,cualificado,13-18,1.0,0.25,0.1522335991272839,0.3,1.0,2.702233599127284,0.5283229127453833
female,26-35,own,radio/TV,alto riesgo,2389,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,3.9894645708137997,0.7799938328897881
male,36-45,own,furniture/equipment,alto riesgo,3331,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,4.16647118646193,0.8146010003769457
male,36-45,own,business,bajo riesgo,7409,36,No_tiene / No_tiene,,,cualificado,31-36,1.0,1.0,0.43527528164806206,0.3,0.0,3.735275281648062,0.7302964175056803
female,0-25,rent,furniture/equipment,alto riesgo,652,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819
female,36-45,own,furniture/equipment,alto riesgo,7678,36,quite rich / No_tiene,quite rich,,cualificado,31-36,1.0,0.25,0.43527528164806206,0.3,1.0,3.985275281648062,0.7791747706684131
male,46-55,own,car,bajo riesgo,1343,6,little / rich,little,rich,cualificado,0-6,0.0,0.75,0.050697028491100485,0.3,0.0,1.1006970284911004,0.21520103233503415
male,26-35,own,business,bajo riesgo,1382,24,moderate / little,moderate,little,cualificado,19-24,0.75,0.5,0.26758052058674353,0.3,0.0,1.8175805205867437,0.35536137034777016
female,0-25,own,domestic appliances,alto riesgo,874,15,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.1522335991272839,0.3,1.0,3.4522335991272834,0.6749579722335816
male,26-35,own,furniture/equipment,alto riesgo,3590,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,4.216471186461931,0.8243766710094924
female,36-45,own,car,bajo riesgo,1322,11,rich / moderate,rich,moderate,cualificado,7-12,0.5,0.0,0.10492336888023829,0.3,0.0,0.9049233688802383,0.17692465603735275
male,36-45,free,radio/TV,alto riesgo,1940,18,little / little,little,little,muy cualificado,13-18,0.75,0.75,0.18946457081379978,0.0,1.0,2.6894645708138,0.5258263964435778
male,26-35,own,radio/TV,alto riesgo,3595,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,1.0,4.485275281648062,0.8769314769938786
male,26-35,free,car,bajo riesgo,1422,9,little / little,little,little,muy cualificado,7-12,0.75,0.75,0.0824692444233059,0.0,0.0,1.582469244423306,0.30939396239234096
male,36-45,own,radio/TV,alto riesgo,6742,30,No_tiene / No_tiene,,,cualificado,25-30,1.0,1.0,0.34974096978557817,0.3,1.0,4.649740969785578,0.9090867249456281
male,36-45,own,car,bajo riesgo,7814,24,little / No_tiene,little,,muy cualificado,19-24,1.0,0.75,0.26758052058674353,0.0,0.0,3.0175805205867436,0.5899774655288874
male,46-55,free,car,bajo riesgo,9277,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,3.5675805205867435,0.6975098424868995
male,36-45,own,car,bajo riesgo,2181,30,No_tiene / moderate,,moderate,cualificado,25-30,0.5,1.0,0.34974096978557817,0.3,0.0,2.149740969785578,0.42030319331830046
female,56-65,own,radio/TV,alto riesgo,1098,18,little / No_tiene,little,,desempleado,13-18,1.0,0.75,0.18946457081379978,1.0,1.0,3.9394645708138,0.7702181622572416
male,36-45,own,furniture/equipment,alto riesgo,4057,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,1.0,3.8175805205867435,0.7463881956496323
female,46-55,own,education,bajo riesgo,795,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
male,26-35,own,business,bajo riesgo,2825,24,No_tiene / moderate,,moderate,cualificado,19-24,0.5,1.0,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434
male,0-25,own,business,bajo riesgo,15672,48,little / moderate,little,moderate,cualificado,43-48,0.5,0.75,0.6147386076544852,0.3,0.0,3.164738607654485,0.6187488453306843
male,26-35,own,car,bajo riesgo,6614,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,0.0,3.185275281648062,0.6227640405476683
male,36-45,rent,car,bajo riesgo,7824,28,No_tiene / No_tiene,,,cualificado,25-30,1.0,1.0,0.3219516401426915,0.3,0.0,3.6219516401426914,0.7081401256209346
male,36-45,own,business,bajo riesgo,2442,27,little / little,little,little,muy cualificado,25-30,0.75,0.75,0.30820346803447984,0.0,0.0,2.80820346803448,0.549041443453601
male,46-55,own,radio/TV,alto riesgo,1829,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,1.0,3.202233599127284,0.6260796190708489
male,36-45,own,car,bajo riesgo,2171,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,2.2164711864619298,0.4333498457076301
male,26-35,own,car,bajo riesgo,5800,36,little / moderate,little,moderate,cualificado,31-36,0.5,0.75,0.43527528164806206,0.3,0.0,2.985275281648062,0.583661358017482
male,26-35,own,radio/TV,alto riesgo,1169,18,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.18946457081379978,0.3,1.0,3.4894645708137997,0.6822371265643226
male,26-35,own,car,bajo riesgo,8947,36,No_tiene / No_tiene,,,muy cualificado,31-36,1.0,1.0,0.43527528164806206,0.0,0.0,3.435275281648062,0.671642393710401
female,26-35,rent,radio/TV,alto riesgo,2606,21,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.22796289202471912,0.0,1.0,3.727962892024719,0.7288667472557874
female,26-35,own,furniture/equipment,alto riesgo,1592,12,rich / No_tiene,rich,,cualificado,7-12,1.0,0.0,0.11647118646192987,0.3,1.0,2.41647118646193,0.4724525282378163
female,26-35,rent,furniture/equipment,alto riesgo,2186,15,No_tiene / No_tiene,,,no cualificado,13-18,1.0,1.0,0.1522335991272839,0.6,1.0,3.7522335991272837,0.733611996028861
male,36-45,own,furniture/equipment,alto riesgo,4153,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,3.9894645708137997,0.7799938328897881
male,36-45,rent,car,bajo riesgo,2625,16,little / little,little,little,cualificado,13-18,0.75,0.75,0.16449207666095705,0.3,0.0,2.9644920766609566,0.5795979626846293
male,36-45,own,car,bajo riesgo,3485,20,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.2149992768057157,0.3,0.0,3.5149992768057157,0.6872295040738402
male,36-45,free,car,bajo riesgo,10477,36,No_tiene / No_tiene,,,cualificado,31-36,1.0,1.0,0.43527528164806206,0.3,0.0,3.735275281648062,0.7302964175056803
male,36-45,rent,radio/TV,alto riesgo,1386,15,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.1522335991272839,0.3,1.0,3.4522335991272834,0.6749579722335816
male,36-45,own,radio/TV,alto riesgo,1278,24,little / No_tiene,little,,muy cualificado,19-24,1.0,0.75,0.26758052058674353,0.0,1.0,3.0175805205867436,0.5899774655288874
male,0-25,rent,radio/TV,alto riesgo,1107,12,little / little,little,little,muy cualificado,7-12,0.75,0.75,0.11647118646192987,0.0,1.0,2.61647118646193,0.5115552107680026
male,0-25,own,car,bajo riesgo,3763,21,No_tiene / little,,little,no cualificado,19-24,0.75,1.0,0.22796289202471912,0.6,0.0,3.5779628920247193,0.6995397353581477
male,26-35,own,education,bajo riesgo,3711,36,No_tiene / moderate,,moderate,cualificado,31-36,0.5,1.0,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148
female,46-55,own,car,bajo riesgo,3594,15,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.1522335991272839,0.6,0.0,3.5022335991272837,0.6847336428661281
female,26-35,own,car,bajo riesgo,3195,9,No_tiene / moderate,,moderate,no cualificado,7-12,0.5,1.0,0.0824692444233059,0.6,0.0,3.1824692444233063,0.6222154226338307
female,26-35,own,radio/TV,alto riesgo,4454,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,1.0,4.485275281648062,0.8769314769938786
female,0-25,own,furniture/equipment,alto riesgo,4736,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,1.0,4.117580520586744,0.8050422194449116
female,0-25,own,radio/TV,alto riesgo,2991,30,No_tiene / moderate,,moderate,cualificado,25-30,0.5,1.0,0.34974096978557817,0.3,1.0,4.149740969785578,0.8113300186201625
male,26-35,own,business,bajo riesgo,2142,11,rich / No_tiene,rich,,cualificado,7-12,1.0,0.0,0.10492336888023829,0.3,0.0,1.4049233688802383,0.2746813623628183
male,26-35,rent,business,bajo riesgo,3161,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434
female,26-35,own,vacation/others,alto riesgo,18424,48,little / moderate,little,moderate,muy cualificado,43-48,0.5,0.75,0.6147386076544852,0.0,1.0,3.864738607654485,0.7556082341863362
male,26-35,own,car,bajo riesgo,2848,10,moderate / No_tiene,moderate,,cualificado,7-12,1.0,0.5,0.09358387076573756,0.3,0.0,2.8935838707657373,0.5657344573651001
male,66+,own,car,bajo riesgo,14896,6,little / little,little,little,muy cualificado,0-6,0.75,0.75,0.050697028491100485,0.0,0.0,2.5506970284911006,0.49869548067888425
male,26-35,own,furniture/equipment,alto riesgo,2359,24,moderate / little,moderate,little,cualificado,19-24,0.75,0.5,0.26758052058674353,0.3,1.0,3.8175805205867435,0.7463881956496323
male,36-45,rent,furniture/equipment,alto riesgo,3345,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,1.0,3.7675805205867436,0.7366125250170857
female,26-35,own,furniture/equipment,alto riesgo,1817,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897
male,36-45,own,radio/TV,alto riesgo,12749,48,quite rich / No_tiene,quite rich,,muy cualificado,43-48,1.0,0.25,0.6147386076544852,0.0,1.0,3.864738607654485,0.7556082341863362
female,0-25,rent,radio/TV,alto riesgo,1366,9,little / little,little,little,cualificado,7-12,0.75,0.75,0.0824692444233059,0.3,1.0,2.882469244423306,0.5635613988385514
male,26-35,rent,car,bajo riesgo,2002,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,0.0,1.66647118646193,0.32581746874961803
male,46-55,own,furniture/equipment,alto riesgo,6872,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
male,46-55,own,car,bajo riesgo,697,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
female,0-25,rent,furniture/equipment,alto riesgo,1049,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,2.9894645708137997,0.584480420238857
male,36-45,free,car,bajo riesgo,10297,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171
male,56-65,own,radio/TV,alto riesgo,1867,30,No_tiene / No_tiene,,,cualificado,25-30,1.0,1.0,0.34974096978557817,0.3,1.0,3.649740969785578,0.7135733122946971
male,36-45,own,car,bajo riesgo,1344,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,2.2164711864619298,0.4333498457076301
male,0-25,own,furniture/equipment,alto riesgo,1747,24,little / little,little,little,no cualificado,19-24,0.75,0.75,0.26758052058674353,0.6,1.0,3.3675805205867437,0.6584071599567133
female,0-25,own,radio/TV,alto riesgo,1670,9,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0824692444233059,0.3,1.0,2.632469244423306,0.5146830456758186
male,26-35,own,car,bajo riesgo,1224,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,0.0,2.132469244423306,0.41692633935035306
male,36-45,own,radio/TV,alto riesgo,522,12,quite rich / No_tiene,quite rich,,cualificado,7-12,1.0,0.25,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491
female,0-25,own,radio/TV,alto riesgo,1498,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819
